pt,title,lokasi,gaji,level,pendidikan,tipe_pekerjaan,description,link,post_date
"PT. ORED ECOMMERCE INDONESIA","Staff Affiliate Produk.","Jakarta Utara","Rp.2 – 3 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT. ORED ECOMMERCE INDONESIA bergerak di bidang Online Retail Distribution saat ini membuka lowongankerja untuk mengisi posisi sebagai staff Affiliate Produk.

Tanggung Jawab Pekerjaan :

-Menginput data stock
-Stock Opname dengan tim warehouse
-Bertanggung jawab dengan performa toko marketplace
-Bertanggung jawab membalas chatting customer
-Bertanggung jawab memantau semua operasional marketplace

Keahlian :

Menguasai microsoft office (word, excel, dan power point)
Memahami penggunaan e-commerce

Kualifikasi :

-Pria/Wanita
-Usia Maksimal 25tahun
-Minimal Lulusan SMK/SMA Sederajat
-Bisa bekerja tim
– Fresh graduate silahkan melamar
– 3 Bulan Masa Training

Waktu Bekerja :
Jam 08.00 – 17.00
Tunjangan :

Uang Makan, Uang Transport, BPJS

Insentif :

Bonus",https://www.loker.id/penjualan/e-commerce/staff-affiliate-produk-pt-ored-ecommerce-indonesia-jakarta-utara.html,"Posted Date: Februari 12, 2024"
"PT PRESISI MAJU BERSAMA","Staff Marketing","Jakarta Barat","Rp.2 – 3 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT. Pesisi Maju Bersama
Kami Perusahaan yang sedang berkembang dalam Bidang Akrilik Display, NeonBox, Huruf Timbul, Booth Kayu, Dan Plat Galvanis, Stanless Dll, Demi Membantu Permintaan Clien yang Semakin Banyak.
Diutamakan Yang Tinggal Di Jakarta Barat Sekitar 

Tanggung Jawab Pekerjaan :

Melakukan Marketing dengan Tepat Sasaran dan Melakukan Pertemuan Dengan Clien

Keahlian :

Menguasai Ms. Office
Komunikasi yang baik

Kualifikasi :

Wanita
Pendidikan minimal SMA
Pengalaman dan non pengalaman silahkan melamar

Waktu Bekerja :
Senin – Jumat (09.00 s/d 17.00)
Tunjangan :

Uang Makan, Komisi

Insentif :

Bonus, Uang Insentif",https://www.loker.id/pemasaran/komunikasi-pemasaran/staff-marketing-pt-presisi-maju-bersama-jakarta-barat-2.html,"Posted Date: Februari 3, 2024"
"CV Rodjo Adi Jaya","Kitchen Staff","Jakarta Selatan","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,"CV Rodjo Adi Jaya bergerak di bidang F&B, sedang membutuhkan Staff yang ahli dibidangnya.

Tanggung Jawab Pekerjaan :

1. Membuat produk sesuai SOP Perusahaan
2. Menjaga kebersihan Lingkungan Kerja

Keahlian :

Basic Pastry / Kitchen

Kualifikasi :

1. Pengalaman di bidang yang sama minimal 1 Tahun, Diutamakan yang pernah bekerja di Resto/Cafe Korean / Parisian / Western Food
2. Menguasai / Paham Basic Pastry / Kitchen
3. Mampu bekerjasama dengan Team
4. Bersedia di tempatkan di cabang manapun
5. Bersedia bekerja dengan bahan baku non halal

Waktu Bekerja :
08.00 – 21.00 (Shift)
Insentif :

Service Charge, Uang Tips, Uang Lembur, Bonus",https://www.loker.id/restaurant/helper-kitchen/kitchen-staff-cv-rodjo-adi-jaya-jakarta-selatan.html,"Updated:  Februari 29, 2024"
"PT Gram Indonesia Pratama","Kitchen Staff","Jakarta Selatan","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,"Gram Cafe & Pancakes, merupakan Perusahaan yang bergerak di bidang Food & Beverage yang mengusung tema Japanese Food (Pancake & Dessert), yang memiliki 2 cabang di Jakarta, yaitu Plaza Indonesia dan ASHTA Mall, D8.

Tanggung Jawab Pekerjaan :

1. Membuat produk sesuai SOP Perusahaan
2. Menjaga kebersihan Lingkungan Kerja

Keahlian :

1. Menguasai / Paham Basic Pastry / Kitchen

Kualifikasi :

1. Pengalaman di bidang yang sama minimal 1 Tahun, Diutamakan yang pernah bekerja di Resto/Cafe Japanese Food
2. Bersedia di tempatkan di cabang manapun
3. Bersedia bekerja dengan bahan baku non halal
4. Bisa Bergabung segera

Waktu Bekerja :
Senin – Minggu 09.00 – 22.00 (Shift)
Insentif :

Service Charge, Uang Tips",https://www.loker.id/restaurant/helper-kitchen/kitchen-staff-pt-gram-indonesia-pratama-jakarta-selatan.html,"Updated:  Maret 19, 2024"
"PT BERKAH MAKMUR WIRAUSAHA","Design Grafis","Jakarta Pusat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT BERKAH MAKMUR WIRAUSAHA membuka lowongan kerja untuk mengisi posisi sebagai staff design grafis

Tanggung Jawab Pekerjaan :

1. MEMBUAT DESIGN SAJADAH DAN CARPET
2. MERUBAH DESIGN SAJADAH DAN CARPET YANG SUDAH ADA

Keahlian :

1. MENGUASAI PHOTOSHOP, ILUSTRATOR, CORELDRAW DAN APLIKASI DESIGN GRAFIS LAINNYA
2. MENGUASAI MS OFFICE

Kualifikasi :

1. PRIA
2. BERPENGALAMAN DI BIDANG DESIGN GRAFIS

Waktu Bekerja :
SENIN-JUMÁT  08.00-17.00, SABTU 08.00-14.00",https://www.loker.id/desain-arsitektur/grafis/design-grafis-pt-berkah-makmur-wirausaha-jakarta-pusat.html,"Posted Date: Februari 1, 2024"
"Dance Station","Admin Marketing","Jakarta Utara","Rp.4 – 5 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Dance Station butuh staff admin marketing atau receprionist front desk yang  melayani customer dan mengurus customer serta mengurus orderan dan pengiriman barang

Tanggung Jawab Pekerjaan :

Melayani customer dan mengurus customer serta mengurus orderan dan pengiriman barang

Keahlian :

Bisa berkomunikasi secara baik dan sopan untuk melayani customer
Bisa membalas chat whatsapp dan email dari customer/client secara baik, nyaman dan sopan
menguasai bahasa indonesia yang baik dan benar
Menguasai operasional basic admin, seperti: Whatsapp, Email, microsoft words.

Kualifikasi :

wanita
Minimal 1 tahun pengalaman di bidang sales, marketing, customer service, public relation atau bidang yang serupa. (Fresh graduates are welcome)
Ditempatkan di depan front office studio sebagai Receptionist Studio untuk menerima customer

Waktu Bekerja :
WEEKDAYS,6 HR KERJA1 HR LIBUR",https://www.loker.id/administrasi/administrasi-penjualan/admin-marketing-dance-station-jakarta-utara.html,"Posted Date: Januari 25, 2024"
"PT. BOGA SELERA PERDANA",Waitress/Waiter,"Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","PT Boga Selera Perdana sedang membutuhkan staff posisi Waitress / waiter dengan lokasi di Plaza Indonesia

Tanggung Jawab Pekerjaan :

Melayani pelanggan di restoran dari mulai menyambut pelanggan masuk hingga pada saat pelanggan meninggalkan area makan

Keahlian :

berkomunikasi dengan baik dan bekerjasama dengan tea

Kualifikasi :

mengetahui di bidang F & B
minimal tamatan SMA/SMK
minimal berpengalaman dibidangnya 2 tahun

Waktu Bekerja :
6 hari
Tunjangan :

Tunjangan kesehatan",https://www.loker.id/restaurant/waitress/waitress-waiter-pt-boga-selera-perdana-jakarta-barat.html,"Posted Date: Januari 23, 2024"
"Bentuk Tekstil","Staff Admin E-Commerce","Jakarta Pusat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Bentuk Apparel bergerak dibidang manufaktur apparel sedang mencari Staff Admin E-Commerce yang kompeten dan berpengalaman. 

Tanggung Jawab Pekerjaan :

– Menerima order dan menjawab pertanyaan dari customer E-Commerce (Tiktok Shop & Shopee)
– Memproses penjualan produk E-Commerce di Marketplace (Tiktok Shop & Shopee)
– Membuat laporan bulanan yang berisi data penjualan, komplain customer dan retur penjualan
– Mengecek persediaan barang dan memperbarui jumlah stok di setiap platform marketplace & gudang stok
– Memberi informasi mendetail di setiap produk yang dijual perusahaan di marketplace
– Memasang promosi iklan di marketplace 

Keahlian :

– Menguasai marketplace (Shopee & Tiktok Shop)
– Mengerti cara memasang iklan & promo di Shopee
– Menguasai Microsoft Office 

Kualifikasi :

– Wanita
– Berpengalaman mengoperasikan e-commerce seperti Shopee, Tokopedia, dan Tiktokshop
– Mahir menggunakan Microsoft Office untuk membuat laporan harian
– Penempatan di Kemayoran Ketapang, Jakarta Pusat 

Waktu Bekerja :
9:00 – 17:30 Senin – Jumat",https://www.loker.id/penjualan/e-commerce/staff-admin-e-commerce-bentuk-tekstil-jakarta-pusat.html,"Updated:  Maret 2, 2024"
"PT. Torio Multi Nasional",Administrasi,"Jakarta Barat","Rp.2 – 3 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT. Torio Multi Nasional adalah salah satu perusahaan yang bergerak di bidang industri pakaian anak-anak saat ini kami sedang membutuhkan kandidat untuk posisi sebagai Staff Administrasi.

Tanggung Jawab Pekerjaan :

– Membuat Invoice
– Membuat surat jalan
– Input laporan penjualan
– Laporan stock barang

Keahlian :

– Menguasai Ms.Office
– Menguasai Email dan drive

Kualifikasi :

– Wanita, usia maks 25 tahun
– Pengalaman 1 tahun dibidangnya
– Domisili Jakbar dan Jakpus

Waktu Bekerja :
Jam 8.30-17.00 Senin-Jumat, Sabtu opsional bisa masuk atau tidak.",https://www.loker.id/administrasi/staf-admin/administrasi-pt-torio-multi-nasional-jakarta-barat.html,"Posted Date: Januari 22, 2024"
"PT FANTECH INDONESIA JAYA","Admin Markeplace/ Online Shop","Jakarta Barat","Rp.2 – 3 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","CV Fantech Indonesia merupakan perusahaan yang bergerak di industri E-commerce, sedang membutuhkan staff Admin Markeplace/ Online Shop yang berkompeten dibidangnya.

Tanggung Jawab Pekerjaan :

– Mengelola semua operasional toko baik offline dan online di beberapa platform marketplace (Terima
  Orderan, Bantu Packing, Balas Chat / Diskusi, Product Upload, dll.)
– Meningkatkan penjualan di platform online (Tokopedia, Shopee, Lazada, Tiktok, dll)
– Menerima, mencatat, dan memproses pesanan yang masuk melalui marketplace (Shopee, Tokopedia,
  Lazada, Tikok, dll) sesuai prosedur
– Melayani dan Follow Up Costumer dengan ramah dan sopan melalui marketpalce dan sosial media serta
– Menjalin komunikasi yang berkesinambungan dengan pelanggan
– Menghandle chat dan orderan customer
– Rekap data penjualan dan pesanan customer
– Mencatat dan cek berkala kondisi stok barang

Keahlian :

– Mahir menggunakan internet (browsing, marketplace, sosial media, dll)
– Dapat menjalankan Microsoft Office (Word, Excel) dengan baik.
– Dapat berkomunikasi dengan baik

Kualifikasi :

– Pendidikan minimal SMA/SMK
– Fresh graduate silahkan melamar

Waktu Bekerja :
jam 8.30 – 17.30 senin – sabtu
Insentif :

Bonus Bulanan",https://www.loker.id/penjualan/e-commerce/admin-markeplace-online-shop-pt-fantech-indonesia-jaya-jakarta-barat.html,"Updated:  Maret 6, 2024"
"PT. DIVA MITRA SINERGI","Staff Operasional ( Driver Truk CDD )","Jakarta Utara",Negosiasi,"Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","PT. DIVA MITRA SINERGI membutuhkan kandidat yang memiliki potensi sebagai Staff Operational ( driver truck cdd ) untuk segera bergabung bersama tim kami membangun brand perusahaan.

Tanggung Jawab Pekerjaan :

– Mengendarai truk cdd, engkel atau box
– Memastikan kendaraan dalam keadaan baik

Keahlian :

– Mengetahui tentang mesin kendaraan
– Menguasai jalan jabodetabek
– Dapat mengendarai cdd/engkel/box/mobil pribadi

Kualifikasi :

– pria usia min. 20 thn maksimal 35 thn
– memiliki SIM B1 (Umum)
– memiliki pengalaman di ekspedisi
– Siap untuk melakukan perjalanan dinas luar kota

Waktu Bekerja :
Jam 8.00 s/d 17.00. senin s/d jumat . Sabtu Jam 8.00 s/d 13.00
Tunjangan :

bpjs kesehatan dan bpjs ketenagakerjaan

Insentif :

uang lembur",https://www.loker.id/transportation-logistics/driver/staff-operasional-driver-truk-cdd-pt-diva-mitra-sinergi-jakarta-utara.html,"Updated:  Januari 22, 2024"
"PT. TREX MANAGEMEN INDONESIA","Office Boy","Jakarta Utara","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,"PT. Trex Managemen Indonesia merupakan perusahaan Start-Up yang bergerak dibidang management agency (live streaming), production house, music production, digital marketing, design grafis, endorsement, event content dan e-commerce. Saat ini kami sedang membutuhkan Staff Customer Service yang kompeten dibidangnya yang bertugas menjaga kepuasan pelanggan dengan cara memberikan pelayanan yang baik dan ramah kepada pelanggan, serta membantu pelanggan dalam menggunakan produk atau jasa yang diberikan oleh perusahaan.

Tanggung Jawab Pekerjaan :

Deskripsi Pekerjaan
– Menjaga kebersihan, kerapihan, keindahan, dan kenyamanan semua area gedung, baik yang berada di luar maupun yang di dalam gedung, sesuai cakupan beban tanggung jawab kerjanya masing-masing.
– Datang lebih awal untuk melakukan pengelapan pada setiap inventory gedung atau benda yang berada di dalam ruangan, seperti meja, kursi, dan peralatan kantor.
– Memeriksa persediaan perlengkapan yang ada di toilet (toilet supplies) dan dibersihkan secara berkala.
– Memelihara gedung bagian dalam, meliputi pembersihan plafon dari sarang laba-laba, membersihkan tangga, membersihkan kap-kap lampu, membersihkan tembok dinding dari noda-noda, membersihkan pagar atau railing di dalam gedung, membersihkan kaca pemisah ruangan dan teralis bagian dalam, membersihkan smoke detector, membersihkan hiasan dinding, membersihkan jendela kaca dan wallpaper.
– Memelihara gedung bagian luar, meliputi pembersihan kaca-kaca dan teralis, membersihkan logo atau papan nama gedung.
– Membersihkan dan memelihara lantai, meliputi pembersihan karpet, membersihkan lantai-lantai yang ada di area gedung atau kantor, membersihkan lantai keramik.
– Memelihara kebersihan toilet, meliputi membersihkan dinding dari noda sabun dan bercak air, membersihkan plafon dari sarang laba-laba, membersihkan meja wastafel, membersihkan aksesoris yang ada dalam kamar mandi, membersihkan kloset duduk.
– Mengikuti peraturan pekerjaan yang telah ditetapkan oleh Perusahaan.
– Melaporkan setiap kendala yang dihadapi kepada Atasan.
– Menginformasikan setiap kerusakan yang diketahui kepada Atasan.

Keahlian :

cepat tanggap, dapat mengendarai sepeda motor.

Kualifikasi :

1. Pria atau wanita, usia 27-33 tahun;
2. Berpengalaman dibidangnya;
3. Pendidikan minimal SMA Sederajat;
4. Rajin, Tekun, Ulet dan Ramah;
5. Berperilaku sopan;
6. Bertanggung jawab;
7. Memiliki kendaraan pribadi (motor).

Waktu Bekerja :
Bersedia Shifting",https://www.loker.id/pekerjaan-umum/office-boy-girl/office-boy-pt-trex-managemen-indonesia-jakarta-utara.html,"Posted Date: Januari 17, 2024"
"PT. Swaramas - SRS","Staff Workshop","Jakarta Pusat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT. Swadaya Raharjatama Selaras adalah perusahaan system instalasi dan integrasi di bidang Audio, Video & CCTV system.
Perusahaan kami membuka lowongan pekerjaan untuk posisi STAFF WORKSHOP .

Tanggung Jawab Pekerjaan :

o	Mempersiapkan peralatan yang akan dipasang, termasuk setting, kustomisasi, testing & commisioning
o	Menyiapkan perangkat pendukung instalasi  (Pipa, Tray, Bracket, dll)
o	Menyiapkan dan mengemas (packing) barang yang akan dikirim
o	Menata dan merapihkan barang di gudang

Keahlian :

o	Memiliki dasar pengetahuan dan logika Teknik (Elektronika / Audio Video / Komputer / Mesin / Sipil Bangunan)
o	Memiliki ketrampilan dalam melakukan pengemasan/packing merupakan nilai tambah
o	Memiliki ketrampilan di bidang audio video & perakitan PC merupakan nilai tambah
o	Memiliki ketrampilan di bidang Painting, grinding & metal cutting merupakan nilai tambah

Kualifikasi :

o	Pria, usia max. 30 tahun
o	Pendidikan min. SMK jurusan Tehnik (Elektronika / Audio Video / Komputer / Mesin / Sipil Bangunan)
o	Bersedia berkantor di daerah Cempaka Putih/Kemayoran Jakarta Pusat

Tunjangan :

Uang Makan
Uang Transport
THR",https://www.loker.id/pekerjaan-umum/teknisi/staff-workshop-pt-swaramas-srs-jakarta-pusat.html,"Posted Date: Januari 17, 2024"
"PT Gram Indonesia Pratama","Floor Staff","DKI Jakarta","Rp.3 – 4 Juta","Junior / Entry Level","SMA / SMK / STM",Kontrak,"Gram Cafe & Pancakes, merupakan Perusahaan yang bergerak di bidang Food & Beverage yang mengusung tema Japanese Food (Pancake & Dessert), yang memiliki 2 cabang di Jakarta, yaitu Plaza Indonesia dan ASHTA Mall, D8.

Tanggung Jawab Pekerjaan :

Melayani Pelanggan dengan Ramah dan sesuai SOP Perusahaan

Keahlian :

5S, Service Excellence

Kualifikasi :

1. Pengalaman di bidang yang sama minimal 1 Tahun, Diutamakan yang pernah bekerja di Resto/Cafe Japanese Food
2. Berpenampilan Menarik
3. Mampu bekerjasama dengan Team
4. Bersedia di tempatkan di cabang manapun
5. Bisa Bergabung segera

Waktu Bekerja :
Senin – Minggu 09.00 – 22.00 (Shift)",https://www.loker.id/restaurant/waitress/floor-staff-pt-gram-indonesia-pratama-dki-jakarta.html,"Posted Date: Januari 16, 2024"
"PT. Royalindo Karya Sejahtera","Staff Kurir Pengiriman & Packing","Jakarta Utara","Rp.2 – 3 Juta","Junior / Entry Level","SMA / SMK / STM","Purna Waktu / Full Time","PT. Royalindo Karya Sejahtera bergerak di bidang bisnis sabun pembersih untuk peralatan dapur dan rumah tangga. Kami sedang membuka lowongan untuk divisi staff kurir pengiriman pesanan. 
Silahkan tinggalkan nomor anda yang dapat dihubungi, jika anda sesuai dengan kriteria persyaratan kami. 
Perusahaan kami berdomisili di Pluit, Penjaringan, Jakarta Utara. Bagi calon kandidat yang memiliki domisili di area perusahaan kami akan diutamakan.

Tanggung Jawab Pekerjaan :

-) Bertanggung jawab untuk mengirimkan pesanan kepada customer.
-) Bertanggung jawab untuk mengatur jadwal pengiriman.
-) Bertanggung jawab untuk memastikan pengiriman akan tepat waktu.

Keahlian :

-) Memiliki tutur bicara, sikap dan perilaku yang sopan diwajibkan!

Kualifikasi :

-) Pria max 35 tahun.
-) Memiliki kendaraan bermotor
-) Memiliki SIM C
-) Memiliki sikap dan perilaku Sopan
-) Berdomisili di area Jakarta Utara, Barat atau Pusat.
-) Memiliki pengalaman 1 – 2 tahun.
-) Memahami lokasi jalan raya di daerah Jakarta.

Waktu Bekerja :
Senin 09.00 – 18.00 // Sabtu 09.00 – 15.00
Tunjangan :

-) Tunjangan Transport kendaraan
-) Gaji Pokok
-) Uang makan",https://www.loker.id/transportation-logistics/kurir/staff-kurir-pengiriman-packing-pt-royalindo-karya-sejahtera-jakarta-utara.html,"Posted Date: Januari 15, 2024"
"PT. DIVA MITRA SINERGI","Sales Marketing Staff","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Kami PT. Diva Mitra Sinergi yang bergerak di bidang domestic forwarding/ekspedisi dengan tagline “The best travelmate for your cargo” sedang maju dan berkembang. Dengan hal tersebut Kami membutuhkan Anggota tim yang akan membuat Kami lebih Hebat

Tanggung Jawab Pekerjaan :

1.     Membuat planning target penjualan sesuai dengan area pemasaran
2.	Mencari, menyiapkan, dan membuat database customer
3.	Melakukan phone call, taking order, maupun kanvasing untuk mendapatkan hot prospek customer.

Keahlian :

1.	Dapat mengendarai kendaraan roda 2 dan memiliki SIM C
2.	Memiliki kemampuan komunikasi yang baik
3.	Kemampuan untuk membangun dan mempertahankan hubungan bisnis yang kuat

Kualifikasi :

1.     Pria/Wanita usia minimal 20 tahun.
2.	Minimal Pendidikan SLTA /Diploma
3.	Pengalaman sebagai Sales/marketing di bidang usaha logistic/ekspedisi domestic selama 1 Tahun (Fresh graduate dipertimbangkan dengan IPK minimal 2.75
4.   Bersedia di tempatkan di Head Office, Jakarta Utara

Waktu Bekerja :
Jam 8:000wib s/d 17:00 wib
Tunjangan :

• BPJS Kesehatan dan Ketenagakerjaan",https://www.loker.id/penjualan/pengembangan-bisnis/sales-marketing-staff-pt-diva-mitra-sinergi-jakarta-utara.html,"Posted Date: Januari 15, 2024"
